full_name,rating,jersey,team,position,b_day,height,weight,salary,country,draft_year,draft_round,draft_peak,college,DELETE,shot_close,shot_mid,shot_3pt,shot_iq,free_throw,offensive_consistency,driving_layup,standing_dunk,driving_dunk,draw_foul,post_moves,post_hook,post_fade,hands,speed,acceleration,vertical,strength,stamina,hustle,overall_durability,speed_with_ball,ball_handle,passing_accuracy,passing_vision,passing_iq,interior_defense,perimeter_defense,help_defense_iq,pick_and_roll_defense_iq,lateral_quickness,pass_perception,reaction_time,steal,block,shot_contest,defensive_consistency,offensive_rebound,defensive_rebound,intangibles,potential,standing_dunk_t,driving_dunk_t,flashy_dunk_t,alley_oop_t,putback_dunk_t,crash_t,driving_layup_t,spin_layup_t,hop_step_layup_t,euro_step_layup_t,floater_t,step_through_shot_t,shot_under_basket_t,shot_close_t,shot_close_left_t,shot_close_middle_t,shot_close_right_t,shot_mid_t,spot_up_shot_mid_t,off_screen_shot_mid_t,shot_3pt_t,spot_up_shot_3pt_t,off_screen_shot_3pt_t,contested_jumper_mid_t,contested_jumper_3pt_t,stepback_jumper_mid_t,stepback_jumper_3pt_t,spin_jumper_t,transition_pull_up_3pt_t,drive_pull_up_3pt_t,drive_pull_up_mid_t,use_glass_t,triple_threat_pump_fake_t,triple_threat_jab_step_t,triple_threat_idle_t,triple_threat_shoot_t,setup_with_sizeup_t,setup_with_hesitation_t,no_setup_dribble_t,drive_t,spot_up_drive_t,off_screen_drive_t,drive_right_t,driving_crossover_t,driving_spin_t,driving_step_back_t,driving_half_spin_t,driving_double_crossover_t,driving_behind_the_back_t,driving_dribble_hesitation_t,driving_in_and_out_t,no_driving_dribble_move_t,attack_strong_on_drive_t,shoot_t,touches_t,roll_vs_pop_t,transition_spot_up_t,iso_vs_elite_defender_t,iso_vs_good_defender_t,iso_vs_average_defender_t,iso_vs_poor_defender_t,play_discipline_t,post_up_t,post_shimmy_shot_t,post_face_up_t,post_back_down_t,post_aggressive_backdown_t,shoot_from_post_t,post_hook_left_t,post_hook_right_t,post_fade_left_t,post_fade_right_t,post_up_and_under_t,post_hop_shot_t,post_step_back_shot_t,post_drive_t,post_spin_t,post_drop_step_t,post_hop_step_t,dish_to_open_man_t,flashy_pass_t,alley_oop_pass_t,pass_interception_t,take_charge_t,on_ball_steal_t,contest_shot_t,block_shot_t,foul_t,hard_foul_t
Damyean Dotson,75,#21,New York Knicks,G,05/06/94,6-5 / 1.96,202 lbs. / 91.6 kg.,"$1,618,520",USA,2017,2,44,Houston,Jordan Clarkson,83,85,70,90,79,80,81,25,70,64,33,25,32,77,74,77,80,49,75,80,85,74,74,75,56,74,38,60,53,68,68,44,58,36,32,58,35,39,44,95,78,0,60,10,25,5,25,75,55,50,30,45,30,33,50,6,40,54,25,50,55,60,75,35,26,50,30,30,25,12,5,20,10,55,55,25,55,15,20,20,70,60,75,75,25,35,50,0,0,15,35,15,99,65,80,75,55,75,15,15,25,35,35,0,0,0,0,0,10,4,23,18,35,0,20,0,0,0,0,0,35,35,45,63,0,52,69,9,50,20
Kris Dunn,75,#32,Chicago Bulls,G,03/18/94,6-3 / 1.91,205 lbs. / 93 kg.,"$5,348,007",USA,2016,1,5,Providence,Kelly Olynyk,86,68,75,92,78,76,66,66,49,70,71,75,75,58,27,29,51,66,80,84,80,25,38,56,39,62,58,46,62,77,31,41,77,38,53,79,61,41,65,95,78,60,75,5,50,15,5,10,0,0,0,5,0,43,25,8,58,34,10,60,50,55,85,45,26,40,0,0,0,0,0,0,35,5,5,50,0,0,15,0,30,20,20,95,0,0,0,0,0,0,0,0,99,55,60,70,20,75,0,0,10,20,99,30,5,50,10,0,90,10,22,27,41,25,0,10,40,25,15,10,20,10,0,56,60,39,72,30,90,83
Wayne Ellington,75,#2,New York Knicks,G,11/29/87,6-4 / 1.93,200 lbs. / 90.7 kg.,"$8,000,000",USA,2009,1,28,North Carolina,Kelly Olynyk,86,68,75,92,78,76,66,66,49,70,71,75,75,58,27,29,51,66,80,84,80,25,38,56,39,62,58,46,62,77,31,41,77,38,53,79,61,41,65,95,78,60,75,5,50,15,5,10,0,0,0,5,0,43,25,8,58,34,10,60,50,55,85,45,26,40,0,0,0,0,0,0,35,5,5,50,0,0,15,0,30,20,20,95,0,0,0,0,0,0,0,0,99,55,60,70,20,75,0,0,10,20,99,30,5,50,10,0,90,10,22,27,41,25,0,10,40,25,15,10,20,10,0,56,60,39,72,30,90,83
Bryn Forbes,75,#11,San Antonio Spurs,G,07/23/93,6-2 / 1.88,187 lbs. / 84.8 kg.,"$2,875,000",USA,2016,Undrafted,Undrafted,Michigan State,Omer Asik,60,29,25,88,50,55,56,80,60,76,69,74,44,78,32,30,58,65,84,85,76,25,35,29,28,62,76,37,78,68,37,54,82,57,56,82,45,85,80,95,81,85,95,95,80,55,0,15,5,5,5,5,54,73,15,45,15,40,0,45,75,0,0,0,5,0,0,0,0,0,0,0,10,55,0,75,0,0,0,99,10,10,10,52,0,0,0,0,0,0,0,0,75,80,42,42,99,0,0,0,0,0,99,11,0,0,15,15,9,25,15,25,0,5,0,0,30,15,25,13,20,0,0,35,74,45,88,75,66,65
Josh Hart,75,#3,New Orleans Pelicans,G,03/06/95,6-5 / 1.96,204 lbs. / 92.5 kg.,"$1,934,160",USA,2017,1,30,Villanova,Joe Harris,70,77,88,95,81,88,68,25,28,53,30,28,46,86,57,63,65,34,88,83,80,57,58,58,42,48,32,64,56,60,67,61,53,33,38,53,53,35,50,95,78,0,40,0,25,10,20,40,0,0,0,30,0,47,15,13,56,31,5,55,55,65,99,55,0,36,20,10,0,20,15,20,15,5,5,50,5,0,0,0,35,30,30,95,15,0,0,0,0,0,15,0,99,10,50,55,0,35,0,0,5,15,99,0,0,0,0,0,10,4,0,0,23,0,0,0,0,0,0,0,30,25,0,46,10,45,65,15,55,60
John Henson,75,#31,Detroit Pistons,F,12/28/90,6-9 / 2.06,220 lbs. / 99.8 kg.,"$9,732,396",USA,2012,1,14,North Carolina,Dejounte Murray,67,65,68,90,64,58,79,33,58,51,42,33,41,81,75,74,53,33,73,68,80,75,79,75,63,75,36,82,78,88,84,81,68,79,48,87,78,53,74,95,84,0,45,5,50,20,30,40,55,45,40,65,21,48,55,23,31,46,15,45,45,5,75,5,30,20,0,5,0,0,0,0,15,55,55,20,35,0,15,25,60,55,55,75,25,15,30,15,0,30,50,20,90,35,60,65,0,0,15,15,25,35,75,0,0,0,0,0,55,0,0,0,0,0,20,0,25,0,0,0,70,35,55,61,0,21,50,30,60,15
Mario Hezonja,75,#44,Portland Trail Blazers,F-G,02/25/95,6-8 / 2.03,201 lbs. / 91.2 kg.,"$1,737,145",Croatia,2015,1,5,,Willie Cauley-Stein,61,68,45,95,51,76,75,81,66,69,61,64,51,80,73,60,71,73,81,84,84,28,31,26,42,71,72,47,74,75,61,58,85,55,56,84,61,61,80,95,81,75,80,60,99,25,5,35,0,0,0,5,0,65,50,10,2,88,20,15,0,0,25,0,5,5,0,0,0,0,0,0,10,5,5,50,0,0,0,0,35,75,75,90,0,0,0,0,0,0,0,0,99,70,65,70,99,0,15,15,25,35,75,50,0,0,10,0,90,47,46,32,27,30,0,0,35,0,15,5,15,10,0,71,40,43,95,42,65,79
George Hill,75,#3,Milwaukee Bucks,G,05/04/86,6-3 / 1.91,180 lbs. / 81.6 kg.,"$10,133,907",USA,2008,1,26,IUPUI,Will Barton,65,73,72,90,74,67,75,37,82,62,42,29,56,79,70,75,71,41,79,82,79,70,76,72,55,74,30,77,77,80,80,62,48,30,53,82,72,36,61,95,79,0,70,65,50,10,30,55,20,10,5,20,26,43,40,6,39,55,10,50,40,55,75,35,30,30,20,45,35,0,0,0,10,55,55,20,55,10,10,30,85,60,70,75,25,15,45,15,0,0,25,5,50,40,60,75,20,0,20,20,30,40,99,0,0,0,0,0,10,3,3,11,11,0,20,0,25,0,0,0,60,20,45,46,0,53,65,27,45,25
Rondae Hollis-Jefferson,75,#4,Toronto Raptors,F,01/03/95,6-6 / 1.98,211 lbs. / 95.7 kg.,"$2,500,000",USA,2015,1,23,Arizona,Will Barton,65,73,72,90,74,67,75,37,82,62,42,29,56,79,70,75,71,41,79,82,79,70,76,72,55,74,30,77,77,80,80,62,48,30,53,82,72,36,61,95,79,0,70,65,50,10,30,55,20,10,5,20,26,43,40,6,39,55,10,50,40,55,75,35,30,30,20,45,35,0,0,0,10,55,55,20,55,10,10,30,85,60,70,75,25,15,45,15,0,0,25,5,50,40,60,75,20,0,20,20,30,40,99,0,0,0,0,0,10,3,3,11,11,0,20,0,25,0,0,0,60,20,45,46,0,53,65,27,45,25
Richaun Holmes,75,#22,Sacramento Kings,F,10/15/93,6-10 / 2.08,243 lbs. / 110.2 kg.,"$4,767,000",USA,2015,2,37,Bowling Green,Derrick White,84,85,71,90,72,75,69,35,50,57,30,30,46,55,85,85,70,31,75,73,79,83,81,79,65,80,33,80,69,74,83,55,75,51,57,78,55,31,54,95,80,0,35,5,50,15,10,99,20,30,35,55,9,39,30,16,23,61,10,45,45,35,75,50,36,30,0,0,0,0,0,0,5,25,55,20,35,0,15,25,45,45,50,48,55,5,15,0,0,5,40,30,80,25,45,55,20,0,0,0,5,15,99,0,0,0,0,0,10,3,8,0,0,0,20,0,0,0,0,0,55,10,5,43,60,47,86,32,40,40
James Johnson,75,#0,Minnesota Timberwolves,F,02/20/87,6-7 / 2.01,245 lbs. / 111.1 kg.,"$15,349,400",USA,2009,1,16,Wake Forest,Jeff Teague,68,75,70,90,74,64,69,25,59,69,25,27,34,89,75,77,72,55,86,74,85,75,82,75,78,82,25,72,72,74,73,79,75,40,45,75,64,25,38,95,79,0,45,0,25,0,40,70,65,55,30,80,23,32,55,14,11,75,10,55,45,35,80,45,36,30,15,5,20,8,5,5,20,75,75,15,35,25,25,25,75,55,65,75,60,10,50,10,35,30,45,15,90,60,60,75,0,20,25,25,45,55,65,5,0,0,0,0,10,7,2,12,20,0,20,0,0,0,0,0,40,45,65,52,20,69,72,22,55,25
Luke Kennard,75,#5,Detroit Pistons,G,06/24/96,6-5 / 1.96,196 lbs. / 88.9 kg.,"$3,827,160",USA,2017,1,12,Duke,Jeff Teague,68,75,70,90,74,64,69,25,59,69,25,27,34,89,75,77,72,55,86,74,85,75,82,75,78,82,25,72,72,74,73,79,75,40,45,75,64,25,38,95,79,0,45,0,25,0,40,70,65,55,30,80,23,32,55,14,11,75,10,55,45,35,80,45,36,30,15,5,20,8,5,5,20,75,75,15,35,25,25,25,75,55,65,75,60,10,50,10,35,30,45,15,90,60,60,75,0,20,25,25,45,55,65,5,0,0,0,0,10,7,2,12,20,0,20,0,0,0,0,0,40,45,65,52,20,69,72,22,55,25
Kyle Korver,75,#26,Milwaukee Bucks,F,03/17/81,6-7 / 2.01,212 lbs. / 96.2 kg.,"$6,004,753",USA,2003,2,51,Creighton,Thomas Bryant,87,80,73,97,75,77,57,72,62,65,67,65,56,75,59,54,49,77,85,87,80,50,50,37,35,39,70,37,76,60,54,47,71,32,74,75,47,62,83,97,78,75,70,20,75,35,5,10,0,0,0,0,0,64,5,33,18,49,20,10,0,50,25,0,55,15,0,0,0,0,0,0,20,0,95,15,5,0,0,100,35,35,35,95,0,0,0,0,0,0,0,0,99,75,45,45,20,0,0,0,0,0,99,20,0,50,10,0,80,12,23,13,21,15,0,10,50,0,15,10,10,10,0,57,0,56,99,46,60,91
Rodions Kurucs,75,#0,Brooklyn Nets,F,02/05/98,6-9 / 2.06,215 lbs. / 97.5 kg.,"$1,699,236",Latvia,2018,2,40,,Ricky Rubio,75,76,69,90,83,52,71,25,25,65,25,25,37,83,72,76,57,25,85,70,76,72,83,79,74,81,29,75,73,79,80,67,82,67,32,80,57,31,51,95,82,0,0,0,25,0,35,99,15,10,55,55,0,28,35,7,58,35,30,40,35,45,70,30,40,20,10,0,10,0,0,5,25,5,5,0,0,0,100,15,80,55,65,75,25,25,35,15,25,15,35,15,70,15,70,75,0,55,5,5,15,25,99,0,0,0,0,0,10,6,6,48,27,0,20,0,0,0,0,0,85,70,70,73,20,78,64,10,65,20
Jake Layman,75,#10,Minnesota Timberwolves,F,03/07/94,6-8 / 2.03,209 lbs. / 94.8 kg.,"$3,581,986",USA,2016,2,47,Maryland,Ricky Rubio,75,76,69,90,83,52,71,25,25,65,25,25,37,83,72,76,57,25,85,70,76,72,83,79,74,81,29,75,73,79,80,67,82,67,32,80,57,31,51,95,82,0,0,0,25,0,35,99,15,10,55,55,0,28,35,7,58,35,30,40,35,45,70,30,40,20,10,0,10,0,0,5,25,5,5,0,0,0,100,15,80,55,65,75,25,25,35,15,25,15,35,15,70,15,70,75,0,55,5,5,15,25,99,0,0,0,0,0,10,6,6,48,27,0,20,0,0,0,0,0,85,70,70,73,20,78,64,10,65,20
Robin Lopez,75,#42,Milwaukee Bucks,C,04/01/88,7-0 / 2.13,255 lbs. / 115.7 kg.,"$4,767,000",USA,2008,1,15,Stanford,Dennis Schroder,80,77,73,90,78,66,76,25,41,67,25,25,34,81,80,84,70,42,89,86,78,80,84,76,66,78,30,69,68,72,70,63,64,37,31,64,56,29,49,95,79,0,35,0,25,0,60,99,55,65,35,95,25,39,55,13,21,66,40,54,52,45,65,35,60,30,0,0,30,5,20,25,5,65,65,0,65,80,25,0,99,75,70,75,60,20,40,10,25,10,35,5,45,80,90,85,0,0,35,35,45,55,40,0,0,0,0,0,10,0,0,7,0,0,20,0,0,0,0,0,75,45,80,55,60,46,85,14,50,40
Trey Lyles,75,#41,San Antonio Spurs,F,11/05/95,6-9 / 2.06,241 lbs. / 109.3 kg.,"$5,500,000",Canada,2015,1,12,Kentucky,Kelly Oubre Jr.,67,81,69,90,72,79,74,34,69,63,27,29,36,74,66,76,89,52,69,69,84,63,72,64,27,74,43,68,64,75,70,69,51,57,59,51,44,38,56,95,79,0,70,30,50,15,25,55,35,25,10,10,16,47,25,10,50,40,10,55,50,60,85,40,30,35,45,0,0,0,0,0,17,40,40,20,0,0,0,15,40,35,35,62,15,0,0,0,0,0,15,0,35,40,60,70,20,15,0,0,0,0,99,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,10,5,59,40,57,76,20,75,31
Boban Marjanovic,75,#51,Dallas Mavericks,C,08/15/88,7-4 / 2.24,290 lbs. / 131.5 kg.,"$3,500,000",Serbia,2010,Undrafted,Undrafted,,Michael Kidd-Gilchrist,77,70,69,90,72,25,69,50,75,44,65,46,55,83,71,71,73,62,84,90,80,67,68,60,29,64,73,72,75,84,74,79,82,36,63,82,75,59,58,95,77,25,65,15,50,15,30,45,0,0,5,20,0,56,35,10,32,58,30,35,25,0,50,0,25,0,0,0,0,0,0,0,20,45,5,50,0,0,0,0,55,55,65,90,5,5,0,0,0,0,0,15,99,45,50,60,75,0,0,0,10,20,99,15,0,0,0,0,75,10,19,14,14,0,0,0,0,0,0,0,55,15,5,61,20,51,80,43,55,60
TJ McConnell,75,#9,Indiana Pacers,G,03/25/92,6-1 / 1.85,200 lbs. / 90.7 kg.,"$3,500,000",USA,2015,Undrafted,Undrafted,Arizona,Michael Kidd-Gilchrist,77,70,69,90,72,25,69,50,75,44,65,46,55,83,71,71,73,62,84,90,80,67,68,60,29,64,73,72,75,84,74,79,82,36,63,82,75,59,58,95,77,25,65,15,50,15,30,45,0,0,5,20,0,56,35,10,32,58,30,35,25,0,50,0,25,0,0,0,0,0,0,0,20,45,5,50,0,0,0,0,55,55,65,90,5,5,0,0,0,0,0,15,99,45,50,60,75,0,0,0,10,20,99,15,0,0,0,0,75,10,19,14,14,0,0,0,0,0,0,0,55,15,5,61,20,51,80,43,55,60
Patrick Mills,75,#8,San Antonio Spurs,G,08/11/88,6-1 / 1.85,185 lbs. / 83.9 kg.,"$12,678,571",Australia,2009,2,55,Saint Mary's,Jae Crowder,46,69,72,95,68,46,73,66,56,53,56,59,61,81,64,65,69,78,89,89,90,62,71,61,33,79,66,74,76,80,72,86,76,38,47,75,76,36,61,95,79,0,65,0,25,10,5,75,0,0,0,10,13,37,15,2,91,7,15,50,50,60,75,45,20,35,10,20,10,0,0,15,5,55,55,15,0,0,0,15,40,35,15,75,15,0,10,0,0,0,15,0,99,60,65,70,55,5,0,0,5,15,99,5,0,0,0,0,65,0,2,20,26,0,0,0,20,0,0,0,40,20,0,58,10,46,68,19,60,35
Malik Monk,75,#1,Charlotte Hornets,G,02/04/98,6-3 / 1.91,197 lbs. / 89.4 kg.,"$4,028,400",USA,2017,1,11,Kentucky,Jae Crowder,46,69,72,95,68,46,73,66,56,53,56,59,61,81,64,65,69,78,89,89,90,62,71,61,33,79,66,74,76,80,72,86,76,38,47,75,76,36,61,95,79,0,65,0,25,10,5,75,0,0,0,10,13,37,15,2,91,7,15,50,50,60,75,45,20,35,10,20,10,0,0,15,5,55,55,15,0,0,0,15,40,35,15,75,15,0,10,0,0,0,15,0,99,60,65,70,55,5,0,0,5,15,99,5,0,0,0,0,65,0,2,20,26,0,0,0,20,0,0,0,40,20,0,58,10,46,68,19,60,35
Markieff Morris,75,#88,Los Angeles Lakers,F,09/02/89,6-8 / 2.03,245 lbs. / 111.1 kg.,"$3,709,887",USA,2011,1,13,Kansas,Dwight Powell,82,48,71,95,75,88,68,73,58,71,72,68,68,88,69,46,65,62,83,93,80,42,61,53,39,62,72,43,66,68,56,72,69,39,64,69,63,68,66,97,77,55,90,10,99,25,5,40,0,0,0,5,0,76,15,34,23,43,5,50,30,20,50,15,16,30,0,0,0,0,0,0,25,5,5,50,0,0,0,0,35,35,50,95,0,0,0,0,0,0,0,0,99,60,45,55,20,0,0,0,5,15,99,10,0,0,35,0,65,13,18,0,0,25,0,5,40,30,20,15,15,5,5,71,40,69,65,41,80,65
Shabazz Napier,75,#0,Washington Wizards,G,07/14/91,6-0 / 1.83,175 lbs. / 79.4 kg.,"$1,845,301",USA,2014,1,24,UConn,Daniel Theis,70,69,80,95,73,69,69,78,86,59,69,68,43,84,56,66,74,78,84,93,65,25,48,58,40,53,75,52,78,70,53,56,58,37,79,73,68,78,68,95,76,65,75,45,75,50,0,10,5,5,5,5,0,65,20,38,19,43,10,35,20,20,25,0,20,5,0,0,0,0,0,0,25,5,5,50,0,0,0,0,40,55,75,52,0,0,0,0,0,0,0,0,99,65,45,50,55,0,0,0,5,15,99,15,0,25,15,0,65,5,5,0,0,10,0,0,5,10,0,0,15,5,0,35,0,40,70,72,99,20
Cedi Osman,75,#16,Cleveland Cavaliers,F-G,04/08/95,6-7 / 2.01,215 lbs. / 97.5 kg.,"$2,907,143",Turkey,2015,2,31,,Wesley Matthews,72,69,78,90,78,62,75,42,67,57,62,60,62,82,67,72,67,52,82,77,90,65,72,69,39,74,35,77,72,82,77,76,80,38,39,80,77,30,39,95,79,0,45,0,25,5,20,35,0,0,0,40,0,20,25,2,57,41,10,55,55,70,99,50,40,20,65,55,15,5,10,15,30,5,5,50,0,0,0,0,45,35,35,90,15,0,0,0,0,0,15,0,80,25,55,60,0,25,10,10,20,30,99,25,0,25,25,25,75,2,0,38,43,10,20,0,0,0,0,0,45,30,35,38,20,71,65,15,50,25
Tomas Satoransky,75,#31,Chicago Bulls,G,10/30/91,6-7 / 2.01,198 lbs. / 89.8 kg.,"$10,000,000",Czech,2012,2,32,,Wesley Matthews,72,69,78,90,78,62,75,42,67,57,62,60,62,82,67,72,67,52,82,77,90,65,72,69,39,74,35,77,72,82,77,76,80,38,39,80,77,30,39,95,79,0,45,0,25,5,20,35,0,0,0,40,0,20,25,2,57,41,10,55,55,70,99,50,40,20,65,55,15,5,10,15,30,5,5,50,0,0,0,0,45,35,35,90,15,0,0,0,0,0,15,0,80,25,55,60,0,25,10,10,20,30,99,25,0,25,25,25,75,2,0,38,43,10,20,0,0,0,0,0,45,30,35,38,20,71,65,15,50,25
Mike Scott,75,#1,Philadelphia 76ers,F,07/16/88,6-7 / 2.01,237 lbs. / 107.5 kg.,"$4,767,000",USA,2012,2,43,Virginia,Andre Roberson,38,52,48,90,30,33,70,53,75,40,49,50,50,83,66,65,70,64,80,93,80,64,68,73,29,72,72,84,88,90,85,78,80,64,69,93,83,61,53,95,76,0,55,15,50,45,5,15,0,0,0,25,0,60,5,13,69,18,0,30,30,10,60,10,0,0,0,0,0,0,0,0,35,5,0,85,0,0,0,0,20,10,10,95,15,0,0,0,0,0,15,0,95,5,25,30,70,0,0,0,0,0,99,5,0,0,0,0,5,0,0,0,8,0,0,0,35,0,0,0,35,5,0,70,10,65,69,43,60,52
Noah Vonleh,75,#0,Denver Nuggets,F,08/24/95,6-10 / 2.08,247 lbs. / 112 kg.,"$2,000,000",USA,2014,1,9,Indiana,Jarrett Culver,74,76,64,90,65,64,73,49,59,63,51,34,49,79,75,77,82,51,89,79,80,74,77,64,63,70,46,64,68,78,69,59,82,63,49,80,39,44,62,95,86,0,80,80,50,5,20,45,55,45,60,65,36,39,75,17,61,22,35,55,60,40,80,15,95,15,75,0,60,0,0,45,25,95,95,10,65,10,10,30,55,85,75,35,25,45,55,25,5,10,40,10,90,95,90,95,20,0,30,30,40,50,25,20,0,25,45,15,55,4,10,48,42,20,15,0,25,0,0,0,40,5,5,54,10,49,72,12,40,15
Allonzo Trier,75,#0,,G-F,01/17/96,6-4 / 1.93,200 lbs. / 90.7 kg.,"$3,551,100",USA,2018,Undrafted,Undrafted,Arizona,Miles Bridges,62,64,73,90,73,73,74,58,88,47,63,57,58,77,73,70,80,71,86,73,85,69,74,64,33,67,58,57,60,59,68,57,64,44,63,70,43,43,65,95,81,0,40,0,50,5,20,25,25,20,5,35,0,60,30,14,67,19,30,40,45,75,75,40,20,25,45,0,0,5,0,0,15,0,40,15,30,0,15,0,45,45,55,95,15,5,35,0,0,0,5,0,45,40,70,65,0,40,0,0,5,15,99,0,0,0,0,0,25,0,0,0,0,0,0,0,10,0,0,0,20,20,5,69,10,25,45,15,40,55
Juan Hernangomez,74,#41,Minnesota Timberwolves,F,09/28/95,6-9 / 2.06,220 lbs. / 99.8 kg.,"$3,321,029",Spain,2016,1,15,,Coby White,71,75,74,90,77,72,72,27,62,56,46,31,42,77,82,83,78,53,87,82,80,82,83,76,70,77,46,71,63,68,78,61,54,57,50,67,42,28,50,95,86,0,40,5,25,5,55,35,55,45,20,50,35,47,30,26,46,28,15,60,55,60,85,55,30,30,20,55,35,12,20,10,15,75,75,15,75,15,20,20,45,35,30,75,25,5,55,15,15,25,35,15,55,45,70,80,20,35,20,20,30,40,45,0,0,0,0,0,10,0,3,27,17,0,20,0,15,0,0,0,55,25,25,56,20,44,73,23,50,30
Kyle Anderson,74,#1,Memphis Grizzlies,F,09/20/93,6-9 / 2.06,230 lbs. / 104.3 kg.,"$9,073,050",USA,2014,1,30,UCLA,Gorgui Dieng,82,87,76,90,82,34,58,69,63,69,71,83,54,69,42,45,69,72,90,82,85,30,34,30,39,61,68,42,79,68,51,58,71,65,72,82,64,65,84,95,78,70,75,20,50,25,5,10,0,0,0,5,0,34,30,6,42,52,30,50,10,15,25,0,56,0,0,0,0,0,0,0,20,5,5,50,0,0,0,0,35,35,75,95,0,0,0,0,0,0,0,0,99,70,50,55,35,0,0,0,0,0,99,20,0,50,10,0,80,12,23,13,21,20,0,10,50,0,15,10,30,10,0,57,80,56,99,46,80,91
Jordan Bell,74,#0,Cleveland Cavaliers,F-C,01/07/95,6-8 / 2.03,224 lbs. / 101.6 kg.,"$1,870,564",USA,2017,2,38,Oregon,Mohamed Bamba,57,69,69,90,56,47,71,87,67,61,61,62,55,77,81,58,72,57,82,87,80,29,43,32,31,48,74,45,80,70,61,61,84,32,87,89,62,66,82,95,86,80,80,30,90,35,5,30,0,0,0,5,0,62,25,35,25,40,15,10,0,25,25,0,10,16,0,0,0,0,0,0,68,75,0,50,0,0,0,0,45,60,75,95,0,0,0,0,0,0,0,0,99,95,55,60,99,0,0,0,0,0,75,20,0,20,10,5,85,38,32,0,0,10,25,0,45,10,65,55,10,10,0,80,20,87,60,56,65,22
Khem Birch,74,#24,Orlando Magic,C,09/28/92,6-9 / 2.06,209 lbs. / 94.8 kg.,"$3,000,000",Canada,2014,Undrafted,Undrafted,UNLV,Elfrid Payton,74,72,71,90,71,62,74,25,47,63,25,25,29,84,73,80,74,55,77,85,80,72,83,77,75,78,25,77,67,80,79,67,74,43,48,74,72,42,58,95,76,0,35,0,25,10,15,60,50,30,25,85,0,53,50,11,17,72,10,35,35,20,65,25,30,30,0,0,0,0,0,0,15,65,65,0,0,0,100,10,65,65,75,75,60,30,30,25,25,40,70,50,99,45,65,70,0,0,10,10,20,30,75,0,0,0,0,0,10,2,4,0,14,0,20,0,0,0,0,0,55,55,70,56,0,62,25,27,60,25
Dillon Brooks,74,#24,Memphis Grizzlies,G-F,01/22/96,6-7 / 2.01,225 lbs. / 102.1 kg.,"$1,618,520",Canada,2017,2,45,Oregon,Mason Plumlee,70,69,52,92,50,59,73,74,74,73,64,69,64,75,51,35,69,67,72,86,82,44,31,69,63,66,68,40,71,71,42,62,70,50,72,70,69,70,76,95,77,80,80,50,99,35,15,30,0,0,0,5,0,68,60,22,5,73,5,20,0,0,25,0,5,0,0,0,0,0,0,0,18,75,0,50,0,0,0,0,45,35,75,95,0,0,0,0,0,0,0,0,99,75,50,60,99,0,0,0,10,20,99,50,0,35,15,10,80,33,47,9,20,30,0,0,50,0,50,25,25,10,15,45,40,63,69,51,90,70
Reggie Bullock,74,#25,New York Knicks,G,03/16/91,6-6 / 1.98,200 lbs. / 90.7 kg.,"$4,000,000",USA,2013,1,25,North Carolina,Austin Rivers,82,64,75,94,52,59,79,25,72,59,41,30,42,69,76,83,81,43,92,79,78,76,85,78,42,81,34,81,77,82,80,59,53,37,49,79,79,30,42,98,76,0,45,0,25,5,35,80,50,40,30,70,23,40,35,3,62,35,5,55,45,60,75,40,10,25,40,5,35,5,5,20,5,55,55,20,55,0,15,25,80,35,40,75,50,25,45,20,25,25,60,25,55,45,60,70,55,5,55,55,65,75,70,0,0,0,0,0,10,0,9,9,0,0,20,0,0,0,0,0,55,35,55,45,20,42,62,12,55,25
Zach Collins,74,#33,Portland Trail Blazers,C,11/17/97,6-11 / 2.11,232 lbs. / 105.2 kg.,"$4,240,200",USA,2017,1,10,Gonzaga,Austin Rivers,82,64,75,94,52,59,79,25,72,59,41,30,42,69,76,83,81,43,92,79,78,76,85,78,42,81,34,81,77,82,80,59,53,37,49,79,79,30,42,98,76,0,45,0,25,5,35,80,50,40,30,70,23,40,35,3,62,35,5,55,45,60,75,40,10,25,40,5,35,5,5,20,5,55,55,20,55,0,15,25,80,35,40,75,50,25,45,20,25,25,60,25,55,45,60,70,55,5,55,55,65,75,70,0,0,0,0,0,10,0,9,9,0,0,20,0,0,0,0,0,55,35,55,45,20,42,62,12,55,25
Pat Connaughton,74,#24,Milwaukee Bucks,G,01/06/93,6-5 / 1.96,215 lbs. / 97.5 kg.,"$1,723,050",USA,2015,2,41,Notre Dame,Jerami Grant,56,70,79,90,67,66,81,66,76,55,56,38,48,80,67,63,74,59,81,90,80,59,56,56,25,35,66,65,76,79,70,68,76,34,68,82,71,39,54,95,77,75,80,65,50,20,35,40,0,0,0,50,0,63,15,6,64,30,5,40,30,25,65,20,5,5,0,0,0,0,0,0,15,0,0,65,0,0,0,0,65,55,65,95,15,0,0,0,0,0,15,0,75,65,50,55,55,0,5,5,15,25,75,25,0,0,0,0,45,5,5,18,0,0,0,0,35,0,0,0,15,5,0,41,80,43,68,58,70,40
